Name,Critic_Score,Developer
Test Drive: Ferrari Legends,62,"Atari, Slightly Mad Studios, Atari SA"
Heroes of Might and Magic V,77,Nival Interactive
Metal Gear Solid: Digital Graphic Novel,78,Kojima Productions
Aeon Flux,66,Terminal Reality
Age of Mythology: The Titans,84,Ensemble Studios
Psycho-Pass: Mandatory Happiness,72,5pb
Virtua Tennis 4,66,Sega
Shattered Union,66,PopTop Software
GRID,87,Codemasters
Unchained Blades ,65,FuRyu
Terraria,84,Engine Software
Company of Heroes: Opposing Fronts,87,Relic
NHL Hitz Pro,81,Next Level Games
Superman: Countdown to Apokolips,47,Mistic Software
Worms 4: Mayhem,69,Team 17
Rise of Nations,89,Big Huge Games
Men of War: Vietnam,68,Best Way
Imperial Glory,69,Pyro Studios
Antz Extreme Racing,31,Empire Interactive
Samurai Warriors 2: Empires,53,Omega Force
Metal Slug XX,67,SNK Playmore
Patrician IV,66,Gaming Minds Studios
Fisherman's Challenge,67,Konami
Resident Evil: Revelations,77,Capcom
The Da Vinci Code,52,Double Helix Games
Pure Pinball,68,Iridon Interactive AB
Headhunter: Redemption,62,Amuze
Dead Rising,78,Capcom
Grand Theft Auto: Vice City,94,Rockstar North
Surf's Up,59,Ubisoft Montreal
SWAT: Target Liberty,50,3G Studios
Twin Strike: Operation Thunder,50,Naps Team
CSI: Fatal Conspiracy,47,Telltale Games
Bomberman: Act Zero,34,Hudson
Empire Earth III,50,Mad Doc Software
Resident Evil: Operation Raccoon City,48,Slant Six
Dreamfall: The Longest Journey,73,Funcom
JASF: Jane's Advanced Strike Fighters,48,Trickstar Games
Brothers In Arms DS,72,Gameloft
Off-Road Drive,60,Avalon Style
Colin McRae Rally 3,86,Codemasters
TMNT,42,Ubisoft Quebec
Stolen,51,Blue 52
Stoked: Big Air Edition,72,Bongfish
LEGO Jurassic World,72,TT Games
Pro Race Driver,80,Codemasters
The Movies,84,Lionhead Studios
FIFA World Cup Germany 2006,71,EA Canada
Supreme Commander: Forged Alliance,81,Gas Powered Games
Dragon Ball: Advanced Adventure,75,Dimps Corporation
Lost Planet 3,61,Spark Unlimited
Echo Night Beyond,60,From Software
Meteos: Disney Magic,74,Q Entertainment
Beyblade Evolution,49,Rising Star Games
Castlevania: Lords of Shadow 2,58,Mercury Steam
Greg Hastings' Tournament Paintball Max'd,39,Nightlight Studios
Halo: Combat Evolved,83,Gearbox Software
Exist Archive: The Other Side of the Sky,69,Tri-Ace
Little Red Riding Hood's Zombie BBQ,68,EnjoyUp Games
Assassin's Creed Chronicles: China,69,"Climax Group, Climax Studios"
Worms: Ultimate Mayhem,66,Team 17
Rugby 08,74,EA Canada
Caesar IV,74,Tilted Mill
Ferrari Challenge Trofeo Pirelli,71,Eutechnyx
Cy Girls,53,KCEJ
Ray Gigant,72,Bandai Namco Games
APB Reloaded,56,"Reloaded Productions, Reloaded Games Inc."
Bubble Bobble Double Shot,50,Marvelous Entertainment
Bionicle Heroes,52,Traveller's Tales
Harry Potter and the Order of the Phoenix,63,EA Games
C.O.R.E.,44,NoWay Studio
Chaos Wars,64,Idea Factory
Steambot Chronicles,74,Irem
Scaler,69,Artificial Mind and Movement
Scarface: The World is Yours,73,Radical Entertainment
Legasista,68,System Prisma
Fatal Fury: Battle Archives Volume 1,68,SNK Playmore
Harry Potter and the Prisoner of Azkaban,67,KnowWonder
OutRun 2006: Coast 2 Coast,82,Sumo Digital
Without Warning,45,CiRCLE
Napoleon Dynamite: The Game,37,7 Studios
Saints Row 2,72,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre"
Trine 2,84,"Frozenbyte, Inc."
Teenage Zombies: Invasion of the Alien Brain Thingys,67,InLight Entertainment
Transport Fever,70,Urban Games
Homefront: The Revolution,54,Deep Silver Dambuster Studios
RLH: Run Like Hell,55,Digital Mayhem
Obscure,66,Hydravision
Just Dance 2017,75,Ubisoft Paris
Stranger of Sword City,71,Experience Inc.
World of Goo,90,2D Boy
Secret Files 2: Puritas Cordis,64,"Fusionsphere Systems, Animation Arts"
Monster Kingdom: Jewel Summoner,66,Gaia (Sony)
Railroad Tycoon 3,80,PopTop Software
S.T.A.L.K.E.R.: Clear Sky,75,GSC Game World
Painkiller: Hell Wars,68,People Can Fly
FunkMaster Flex's Digital Hitz Factory,71,Jester Interactive
World in Conflict,89,Massive Entertainment
Pro Cycling Manager 2016,64,Cyanide
Tomb Raider: Anniversary,83,Nixxes Software
Infamous: First Light,73,Sucker Punch
Tour de France 2014,53,Cyanide
RedCard 20-03,67,Point of View
The Night of the Rabbit,75,Daedalic Entertainment
Bounty Hounds,63,Xpec
TOCA Race Driver 3,84,Codemasters
A Game of Thrones: Genesis,53,Cyanide
Silent Scope,70,Now Production
The Cursed Crusade,55,Kylotonn
Hotel Giant 2,58,Enlight Software
DarkStar One,71,Ascaron Entertainment GmbH
Hitman: Blood Money,82,Io Interactive
Duke Nukem 3D: 20th Anniversary World Tour,77,Gearbox Software
Section 8,72,TimeGate Studios
Sabre Wulf,75,Rare Ltd.
Alpha Protocol,72,Obsidian Entertainment
Planescape: Torment,91,Black Isle Studios
Star Wars Jedi Knight: Jedi Academy,81,Raven Software
Red Faction II,79,Cranky Pants Games
Battle Engine Aquila,73,Lost Toys
Special Forces: Nemesis Strike,60,Asobo Studio
Women's Volleyball Championship,32,Spike
Crimson Tears,62,DreamFactory
Battle Assault 3 featuring Gundam Seed,48,Natsume
WRC: FIA World Rally Championship,67,Traveller's Tales
Rapala Tournament Fishing!,41,FUN Labs
Superstars V8 Racing,66,Milestone S.r.l
JoJo's Bizarre Adventure: Eyes of Heaven,61,CyberConnect2
The Void,77,Ice-Pick Lodge
Supreme Ruler: Cold War,63,BattleGoat Studios
Rise of Nations: Rise of Legends,84,Big Huge Games
The Sum of All Fears,36,Ubisoft Shanghai
Yumi's Odd Odyssey,74,Studio Saizensen
EverBlue 2,59,Arika
Electroplankton,71,Indies Zero
FIFA World Cup: Germany 2006,57,EA Canada
Earthworm Jim 2,45,Super Empire
Dungeon Maker: Hunting Ground,70,Global A
MotoGP,69,Namco Bandai Games
Apache: Air Assault,64,Gaijin Entertainment
Call of Juarez: Bound in Blood,78,Techland
Red Faction: Guerrilla,82,"Volition Inc., Reactor Zero"
Deus Ex: Mankind Divided,83,"Eidos Montreal, Nixxes Software"
Astonishia Story,48,Sonnori
Prince of Persia: The Forgotten Sands,75,Ubisoft Montreal
RACE On,73,SimBin
Song of the Deep,73,Insomniac Games
The Binding of Isaac,84,"Edmund McMillen, Florian Himsl"
Tork: Prehistoric Punk,62,Tiwak
Overlord II,79,Triumph Studios
Jikandia: The Timeless Land,60,Opus Studio
Toy Shop,31,"Gameinvest, Seed Studios, Lda"
DiRT Rally,86,Codemasters
Trials Fusion,80,RedLynx
SuperCar Challenge,65,System 3
Prison Architect,80,"Introversion, Double Eleven"
Sorcery Saga: The Curse of the Great Curry God,65,Zerodiv
Dance Factory,56,Broadsword Interactive
The Legend of Heroes III: Song of the Ocean,58,Microvision
Combat Mission: Shock Force,62,Big Time Software
F1 2002,72,EA Sports
Men of War,80,Best Way
Alter Ego,59,"Viva Media, Viva Media, LLC"
Zero Escape: Virtue's Last Reward,88,ChunSoft
Darkstalkers Resurrection,80,Iron Galaxy Studios
Transformers: Devastation,74,PlatinumGames
The Golf Club,64,HB Studios Multimedia
Neverwinter Nights,91,BioWare
Digimon World 4,54,Bandai
Guilty Gear XX Accent Core Plus,76,Arc System Works
Galleon: Islands of Mystery,67,Confounding Factor
Sunny Garcia Surfing,61,Krome Studios
Lock On: Modern Air Combat,76,Eagle Dynamics
Worms: WMD,78,Team 17
Rabbids Land,52,Ubisoft Paris
Guild Wars,89,ArenaNet
Take On Helicopters,70,Bohemia Interactive
S.L.A.I.: Steel Lancer Arena International,66,Genki
Nacho Libre,56,BudCat
Homeworld 2,83,Relic
Rayman 3: Hoodlum Havoc,74,Ubisoft
Graffiti Kingdom,71,Taito Corporation
Klonoa 2: Dream Champ Tournament,78,Namco
N+,79,"Metanet Software Inc., SilverBirch Studios"
Knights of Honor,77,Black Sea Studios
The Inner World,72,Headup Games
Empire Earth II,79,Mad Doc Software
Hot Pixel,55,zSlide
Valentino Rossi: The Game,74,Milestone S.r.l
Codename: Panzers Cold War,67,Stormregion
Star Wars: The Force Unleashed II,59,LucasArts
Atomic Betty,62,"Big Blue Bubble Inc., Breakthrough New Media"
Doom,85,id Software
Street Jam Basketball,35,Prograph
SimCity,64,Maxis
Harry Potter and the Half-Blood Prince,64,EA Bright Light
Doom 3 BFG Edition,59,id Software
Popeye: Rush for Spinach,48,Magic Pockets
Culdcept,78,NEC Interchannel
GTR Evolution,83,SimBin
Lords of the Fallen,73,"City Interactive, Deck 13"
NBA 08,75,SCEA
Sins of a Solar Empire,87,Ironclad Games
The Wolf Among Us,83,
NBA 2K13,90,Visual Concepts
Resident Evil 4,76,Capcom
007: Quantum of Solace,70,Treyarch
Metal Dungeon,44,Panther Software
Drome Racers,54,Attention To Detail
Gekido Advance: Kintaro's Revenge,70,Naps Team
Commander: Conquest of the Americas,68,Nitro Games
LEGO Pirates of the Caribbean: The Video Game,73,Traveller's Tales
Race Driver 2006,81,Sumo Digital
Buffy the Vampire Slayer: Wrath of the Darkhul King,44,Natsume
Mighty No. 9,48,Inti Creates
Superdimension Neptune vs Sega Hard Girls,73,Compile Heart
The Talos Principle,88,Croteam
Spectral Souls: Resurrection of the Ethereal Empires,47,"Neverland, Idea Factory"
Syberia II,71,Microids
Braid,90,"Number None Inc., Knockout Games"
Syberia,82,Microids
Turn It Around,39,"Taito Corporation, 505 Games"
Jack Keane,69,Legacy Interactive
Monsters vs. Aliens,63,Beenox
Ride,68,Milestone S.r.l
Battle vs. Chess,69,Targem Games
LEGO Harry Potter: Years 1-4,79,Traveller's Tales
Bus Simulator 16,46,Still Alive Studios
MechAssault: Phantom War,66,Backbone Entertainment
The Last Guy,77,SCE Japan Studio
Botanicula,82,Amanita Design
Max Payne,78,Mobius Entertainment
Star Trek: Tactical Assault,64,Quicksilver Software
Cossacks: European Wars,74,GSC Game World
MX vs. ATV Supercross,58,Nordic Games Publishing
NBA 2K7,83,"Kush Games, Visual Concepts"
XBLAZE Code: Embryo,43,Arc System Works
Warhammer: Mark of Chaos,73,Black Hole Games
Warship Gunner 2,62,Micro Cabin
Gotcha Force,56,Capcom
Driver: Parallel Lines,59,Reflections Interactive
Battlefield Vietnam,84,Digital Illusions
Dead Rising 2,82,Blue Castle Games
Age of Conan: Rise of the Godslayer,83,Funcom
Buffy the Vampire Slayer: Chaos Bleeds,75,Eurocom Entertainment Software
Jet Grind Radio,74,Vicarious Visions
Max Payne 2: The Fall of Max Payne,86,Remedy Entertainment
Magicka,74,Arrowhead Game Studios
Baldur's Gate: Dark Alliance,76,Magic Pockets
NHL 07,75,EA Sports
The Technomancer,68,Spiders
Guild Wars: Nightfall,84,ArenaNet
Medal of Honor: Vanguard,63,Electronic Arts
Super Monkey Ball Adventure,53,TT Games
Madden NFL 07,68,Exient Entertainment
MySims,70,EA Redwood Shores
The Sims 2: Bon Voyage,74,Maxis
AniMates!,33,Dreamcatcher
Star Wars The Clone Wars: Republic Heroes,46,"LucasArts, Krome Studios"
The Peanuts Movie: Snoopy's Grand Adventure,59,"Activision, Behaviour Interactive"
Aegis of Earth: Protonovus Assault,57,Acquire
Bully: Scholarship Edition,72,"Mad Doc Software, Rockstar Vancouver"
Justice League Heroes: The Flash,72,WayForward
Metal Saga,62,Crea-Tech
Divinity II: Flames of Vengeance,72,Larian Studios
Battlefield 2142,80,EA DICE
Air Conflicts: Secret Wars,65,Games Farm
Lost Planet 2,63,Capcom
X3: Terran Conflict,73,Egosoft
Agatha Christie's The ABC Murders,67,Microids
Judge Dredd: Dredd Vs Death,52,Rebellion
SWAT 4,85,Irrational Games
Battlefield 1942,89,Digital Illusions
Captain Morgane and the Golden Turtle,54,Wizarbox
Napoleon Dynamite: The Game,45,7 Studios
Legend of Kay Anniversary,62,"Neon Studios, Kaiko"
Dungeon Siege II,80,Gas Powered Games
Battlestations: Pacific,74,Eidos Interactive
ZooCube,67,PuzzleKings
GRID Autosport,78,Codemasters
The Lord of the Rings: Conquest,57,Pandemic Studios
Stake: Fortune Fighters,26,Gameness Art Software
Serious Sam Advance,51,Climax Group
Cold War,60,Mindware Studios
Steel Battalion: Line of Contact,70,Capcom
NBA Starting Five,48,Konami
Spy Hunter: Nowhere To Run,51,Terminal Reality
Final Fantasy XIV: Heavensward,86,Square Enix
Omega Quintet,58,Compile Heart
"Ed, Edd n Eddy: The Mis-Edventures",56,Artificial Mind and Movement
Viva Pinata,78,"Climax Group, Climax Studios"
Neverwinter Nights 2,82,Obsidian Entertainment
Star Wars: Empire at War - Forces of Corruption,75,Petroglyph
Jurassic Park: Operation Genesis,72,Blue Tongue Entertainment
Warhammer Online: Age of Reckoning,86,EA Mythic
Total Overdose: A Gunslinger's Tale in Mexico,71,Deadline Games
AMF Xtreme Bowling,30,"Atomic Planet Entertainment, Mud Duck Productions"
Worms,76,Team 17
Capcom Digital Collection,65,Capcom
The Settlers: Rise of an Empire,66,Blue Byte
Tank Beat,40,MileStone Inc.
ParaWorld,71,SEK Ost
Rengoku II:  The Stairway To H.E.A.V.E.N.,51,Neverland
Here They Lie,62,The Tangentlemen
George of the Jungle and the Search for the Secret,35,Crave
Inkheart,39,Dreamcatcher
Demigod,76,Gas Powered Games
Mage Knight: Destiny's Soldier,59,Big Blue Bubble Inc.
Stronghold Crusader Extreme,45,FireFly Studios
DemiKids: Light Version,62,Multimedia Intelligence Transfer
Cities XL 2011,70,Monte Cristo Multimedia
Line Rider 2: Unbound,62,InXile Entertainment
SimCity Societies,63,Tilted Mill
Star Trek Online,66,Cryptic Studios
Anima - Gate of Memories,52,"Edge Entertainment, Anima Project"
Tom Clancy's Rainbow Six: Vegas 2,78,Ubisoft Montreal
Tropico 4: Modern Times,78,Haemimont
ScrapLand,73,Mercury Steam
Brothers in Arms: Hell's Highway,79,Gearbox Software
DiRT,84,Codemasters
IL-2 Sturmovik: Forgotten Battles,86,"1C, 1C Company"
Psycho-Pass: Mandatory Happiness,64,5pb
Ceville,73,Boxed Dream
Brandish: The Dark Revenant,78,Falcom
Summon Night: Swordcraft Story,77,Flight-Plan
Falcon 4.0: Allied Force,90,Lead Pursuit
Pro Fishing Challenge,62,Opus
Phoenix Wright: Ace Attorney Trilogy,81,NATSUME ATARI Inc.
Rule of Rose,59,"Punchline, Shirogumi"
RedCard 20-03,71,Point of View
Dino Dini's Kick Off Revival,31,"The Digital Lounge, Dino Dini"
Pac-Man World Rally,54,Smart Bomb Interactive
GT Legends,84,SimBin
Street Fighter X Tekken,79,"Capcom, QLOC"
Kung Fu Panda,71,Beenox
Frontlines: Fuel of War,73,Kaos Studios
Tom Clancy's EndWar,68,Ubisoft Shanghai
Zathura,48,High Voltage Software
Plants vs. Zombies: Garden Warfare,78,PopCap
Eureka Seven Vol. 2: The New Vision,40,Namco Bandai Games America
Test Drive Unlimited,79,Eden Studios
Grey's Anatomy: The Video Game,36,Longtail Studios
F1 Race Stars,62,Codemasters
Serious Sam: Next Encounter,69,Climax Group
Knight's Apprentice: Memorick's Adventures,53,Microids
Freedom Wings,46,Beluga Computer
Left 4 Dead,89,Valve Software
Iron Phoenix,58,InterServ International
Kuon,57,From Software
Fuel,67,Asobo Studio
Dungeon Defenders,81,Trendy Entertainment
Group S Challenge,57,Capcom
Balls of Fury,19,Black Lantern Studios
Indigo Prophecy,85,Quantic Dream
Overlord,81,Triumph Studios
The Lord of the Rings: The Battle for Middle-Earth II,84,EA LA
FIFA Soccer 09,77,EA Canada
Quake 4,81,Raven Software
XGRA: Extreme G Racing Association,69,Acclaim Studios Cheltenham
Max Payne,89,Remedy Entertainment
Touhou Genso Rondo: Bullet Ballet,55,"Mediascape, CUBETYPE"
SBK: Snowboard Kids,63,Racjin
Homeworld,93,Relic
Sniper Elite V2,58,Rebellion
Order of War,69,Wargaming.net
The Fast and the Furious,58,Eutechnyx
Maximum Capacity: Hotel Giant,59,JoWooD Entertainment AG
Legend: Hand of God,57,Master Creating
Sacred 3,57,Deep Silver
Pro Evolution Soccer 2017,69,Konami
SAW,55,Zombie Studios
The Awakened Fate Ultimatum,65,Nippon Ichi Software
Spider-Man 3,62,Beenox
Xblaze: Lost Memories,63,Arc System Works
Spider-Man: Web of Shadows,52,"Treyarch, Shaba Games"
Headhunter: Redemption,59,Amuze
Chicago Enforcer,33,Touchdown Entertainment
The Lord of the Rings Online: Mines of Moria,85,Turbine Inc.
Carmageddon: Max Damage,52,Stainless Games
Stormrise,42,Creative Assembly
Painkiller,81,People Can Fly
Ruff Trigger: The Vanocore Conspiracy,57,Playstos Entertainment
RollerCoaster Tycoon World,43,Nvizzio Creations
Oil Rush,67,"Unigine Corp, Russia"
XGRA: Extreme G Racing Association,66,Acclaim Studios Cheltenham
Darksiders: Warmastered Edition,79,Nordic Games Publishing
Agatha Christie: The ABC Murders,66,Artefacts Studio
Lara Croft and the Temple of Osiris,73,Nixxes Software
Motocross Mania 3,38,Deibus Studios
Fist of the North Star: Ken's Rage 2,40,Koei
Blazing Angels: Squadrons of WWII,65,Ubisoft Romania
Hellgate: London,70,Flagship Studios
Dynasty Warriors 8: Empires,70,Omega Force
Pump It Up: Exceed,74,Andamiro U.S.A. Corp.
Tenkai Knights: Brave Battle,26,Bandai Namco Games
TOCA Race Driver 3,84,Codemasters
Battle Princess of Arcadias,69,ApolloSoft
Digimon Rumble Arena 2,65,Black Ship Games
Ridge Racer Unbounded,72,Bugbear
Mini Ninjas,74,Io Interactive
Tom Clancy's Splinter Cell Classic Trilogy HD,67,Ubisoft
Mighty No. 9,55,Inti Creates
Crysis: Warhead,84,Crytek
Hogs of War,62,Infogrames Sheffield
Elven Legacy,71,1C:Ino-Co
Trapped Dead,50,"Headup Games, Crenetic Studios"
Point Blank 3,78,Tose Software
Vietcong,74,Pterodon
Nervous Brickdown,70,Arkedo Studio
Charlie's Angels,23,Neko Entertainment
uDraw Studio: Instant Artist,54,THQ
The Testament of Sherlock Holmes,64,Frogwares
Guitar Hero III: Legends of Rock,79,Aspyr
The Crew: Wild Run,65,Ivory Tower
Marvel Avengers: Battle for Earth,62,Ubisoft Quebec
Urban Chaos: Riot Response,72,Rocksteady Studios
Starship Troopers,46,Strangelite
Heroes of the Pacific,76,IR Gurus
Broken Sword: The Sleeping Dragon,77,Revolution Software
Darksiders,82,Vigil Games
Tycoon City: New York,67,Deep Red
NHL 09,62,EA Canada
The Crew: Wild Run,74,Ivory Tower
WorldShift,63,Black Sea Studios
Pillars of Eternity,89,Obsidian Entertainment
Legendary,50,Spark Unlimited
Red Ninja: End of Honor,46,Tranji
Commandos 3: Destination Berlin,72,Pyro Studios
James Bond 007: Blood Stone,63,Bizarre Creations
Chili Con Carnage,74,Deadline Games
Puzzle Quest: Challenge of the Warlords,84,"Vicious Cycle, Infinite Interactive"
Emergency Mayhem,40,Supersonic Software
Uru: Ages Beyond Myst,79,Cyan Worlds
TMNT: Mutant Melee,43,Konami Computer Entertainment Hawaii
Prototype: Biohazard Bundle,48,Radical Entertainment
RoboCop,30,Titus Software
Blood Bowl: Legendary Edition,73,Cyanide
Invizimals: The Lost Kingdom,50,Magenta Software
Worms,75,Team 17
NHL 2K3,89,Treyarch
Space Channel 5: Ulala's Cosmic Attack,55,Art
Still Life 2,67,GameCo
Virtua Quest,53,Artificial Mind and Movement
Castle Shikigami 2,67,Alfa System
Peggle Nights,76,PopCap
Pulse Racer,24,Jaleco Entertainment
NBA 07,63,SCEA
Rogue Trooper,71,Rebellion
Combat Flight Simulator 3: Battle for Europe,69,Microsoft Game Studios
Tomb Raider: Legend,82,Nixxes Software
Raven Squad: Operation Hidden Dagger,39,Atomic Motion
Pirates: Legend of the Black Buccaneer,42,WideScreen Games
East India Company,67,Nitro Games
Aedis Eclipse: Generation of Chaos,62,"Neverland, Idea Factory"
Without Warning,45,CiRCLE
Digimon Rumble Arena,64,Bandai
Goblin Commander: Unleash the Horde,71,Jaleco Entertainment
Final Fight: Streetwise,42,Secret Level
Top Gear RPM Tuning,45,Babylon Software
Mark McMorris Infinite Air,49,HB Studios Multimedia
Dungeons - The Dark Lord,72,Kalypso
Divinity: Original Sin,87,Larian Studios
Broken Sword 5: The Serpent's Curse,77,Revolution Software
Unreal Tournament 2004,93,Epic Games
Pirates of the Burning Sea,76,Flying Lab Software
Just Cause,75,Avalanche Studios
Army Men: Major Malfunction,36,Team 17
The Haunted: Hell's Reach,51,ValuSoft
Disciples III: Renaissance,56,Akella
The Longest Journey,91,Funcom
Lost: Via Domus,52,Ubisoft Montreal
Judge Dredd: Dredd Vs Death,57,Rebellion
Dark Void,57,Airtight Games
Stronghold Legends,57,FireFly Studios
Worms World Party,75,Team 17
Gears of War,87,Epic Games
Dragon Booster,33,Konami Computer Entertainment Hawaii
Post Mortem,71,Microids
Wall-E,58,Heavy Iron Studios
Majesty 2: The Fantasy Kingdom Sim,72,"1C, Ino-Co, 1C Company"
LEGO Star Wars II: The Original Trilogy,86,Traveller's Tales
Star Trek: Legacy,56,Mad Doc Software
Syberia II,80,Microids
A Vampyre Story,75,Autumn Moon
Sniper Elite,76,Rebellion
Achtung Panzer: Kharkov 1943,70,Paradox Interactive
Antz Extreme Racing,35,Supersonic Software
Enemy Territory: Quake Wars,84,Splash Damage
Kao the Kangaroo Round 2,58,Tate Interactive
Colin McRae Rally 2005,83,Codemasters
Quantum Break,66,Remedy Entertainment
Online Chess Kingdoms,60,Konami
FIFA Soccer 08,77,EA Canada
Hummer Badlands,44,Eutechnyx
Just Cause,67,Avalanche Studios
Drone Tactics,74,Success
DuckTales: Remastered,66,WayForward
Assetto Corsa,63,Kunos Simulazioni
Evil Genius,75,Elixir Studios
Imperium Romanum,63,Haemimont
Blackthorne,67,Mass Media
Contrast,62,Compulsion Games
Space Invaders Revolution,49,Marvelous Entertainment
Turok,65,Propaganda Games
Valentino Rossi: The Game,72,"Milestone, Milestone S.r.l"
